sessID	MsgID	Text	DialogAct
MUL1454	22	That's all I need. Thanks.	general-thank()
MUL1325	0	I need to find a really cheap hotel can you help me find one?	Hotel-Inform(Price=cheap;Type=hotel)
MUL1325	2	I need to find a hotel in the west that has free wifi and located in the west please.	Hotel-Inform(Area=west;Internet=yes;Type=hotel)
MUL1325	4	Yes, can you book that for friday for 3 nights?	Hotel-Inform(Stay=3;Day=friday)
MUL1325	5	I'd love to - how many people in your party?	Booking-Request(People)
MUL1325	6	There will be 5 of us.	Hotel-Inform(People=5)
MUL1325	14	No, that's all. Thanks so much! Bye!	general-bye()
MUL1324	0	I would like to find a hotel in the east. Can you help me?	Hotel-Inform(Area=east;Type=hotel)
MUL1324	1	Sure, Express by holiday inn cambridge is located in the east. Free internet & parking 2 stars. Phone number is 01223866800 	Hotel-Inform(Area=east;Name=Express by holiday inn cambridge;Internet;Parking;Phone=01223866800;Stars=2)
MUL1324	2	I'd actually like to find a guesthouse in the east instead. I'd still like it to have free wifi. 	Hotel-Inform(Internet=yes;Type=guesthouse)
MUL1324	7	The booking was unsuccessful do you have another choice?	Booking-NoBook()
MUL1324	8	Maybe just a one night stay then, try that. 	Hotel-Inform(Stay=1)
MUL1324	10	Can you also find me an expensive British restaurant in the same area as the hotel?	Restaurant-Inform(Area=east;Food=british;Price=expensive)
MUL1324	12	Yes please. Could you provide me with their postcode, phone number, and address as well?	Restaurant-Request(Post;Addr)
MUL1324	14	Actually, no need to book. I just need the postcode, phone number and address for the Grafton Hotel Restaurant. Thanks. 	Restaurant-Request(Post;Phone;Addr)
MUL1324	16	I'd like to book a taxi from the hotel at 18:30 to the restaurant.	Taxi-Inform(Leave=18:30)
MUL1324	18	No, I think that covers everything. Thanks so much for your help!	general-thank()
MUL1324	19	Thank you for using our system!	general-bye()
MUL1451	0	I am looking for a moderately priced restaurant please.	Restaurant-Inform(Price=moderate)
MUL1451	2	I would like to try Jamaican cuisine.	Restaurant-Inform(Food=jamaican)
MUL1451	4	Sure, I'd be happy with some European food.	Restaurant-Inform(Food=european)
MUL1451	6	No thank you, but I would like the phone number please.	Restaurant-Request(Phone)
MUL1451	7	Sure thing. The phone number is 01223362054.	Restaurant-Inform(Phone=01223362054)
MUL1451	8	I am also looking for a train.	Train-Inform()
MUL1451	9	Where are you leaving from and going to?	Train-Request(Dest;Depart)
MUL1451	10	I'm leaving from Cambridge and going to peterborough.	Train-Inform(Depart=cambridge;Dest=peterborough)
MUL1451	11	And when will you be travelling?	Train-Request(Day)
MUL1451	12	I am looking to leave Cambridge on Saturday.	Train-Inform(Day=saturday)
MUL1451	13	Do you have a time you want to leave or arrive by?	Train-Request(Arrive;Leave)
MUL1451	14	yes I need to arrive by 12:45, for 2 people	Train-Inform(People=2;Arrive=12:45)
MUL1451	15	You have tickets on TR1615, reference number 3GF53QET.	Train-OfferBooked(Id=TR1615;Ref=3GF53QET)
MUL1451	16	Thank you so much, you have been very helpful.  That is everything.  Have a nice day, bye.	general-bye()
MUL1451	17	Glad to have been of assistance!	general-welcome()
MUL1322	0	I'm looking for a hotel in the east, and I'd like free wifi please.	Hotel-Inform(Area=east;Internet=yes;Type=hotel)
MUL1322	1	I've found Express by Holiday Inn Cambridge. 15-17 norman way, coldhams business park	Hotel-Inform(Name=Express by Holiday Inn Cambridge;Addr=15-17 norman way;Addr=coldhams business park)
MUL1322	2	Does that hotel include free parking and have 2 stars?	Hotel-Inform(Stars=2)
MUL1322	3	Yes it does. Would you like me to book it?	Booking-Inform()
MUL1322	4	No, thank you, that's all I need.	general-thank()
MUL1322	5	Thank you for contacting Cambridge TownInfo centre.  Have a nice trip!  Goodbye!	general-bye()
MUL1322	6	Actually, I also need a moderate priced restaurant in the same area. 	Restaurant-Inform(Area=east;Price=moderate)
MUL1322	8	Well, everyone said it s my choice, so I think I would like Italian.	Restaurant-Inform(Food=italian)
MUL1322	9	Okay the pizza hut fen ditton fits that criteria. It is located in Cambridge Retail Park.	Restaurant-Inform(Addr=Cambridge Retail Park;Name=the pizza hut fen ditton)
MUL1322	10	Could you provide me with the address, phone number and postcode?	Restaurant-Request(Post;Phone;Addr)
MUL1322	11	Sure.  The address is Cambridge Retail Park Newmarket Road Fen Ditto, the postcode is cb58wr, and the phone number is 01223323737.	Restaurant-Inform(Post=cb58wr;Addr=Cambridge Retail Park Newmarket Road Fen Ditto;Phone=01223323737)
MUL1322	12	OK, thank you, that is everything that I need.	general-thank()
MUL1321	0	Hi, I need to find a hotel in north area that includes free wifi.	Hotel-Inform(Area=north;Internet=yes;Type=hotel)
MUL1321	2	Are either one of them a guesthouse?	Hotel-Inform(Type=guesthouse)
MUL1321	3	No, they are not. I do have 33 guesthouses that fit your needs.	Hotel-Inform(Choice=33;Type=guesthouses)
MUL1321	4	Can you give me the star rating of your top three guesthouses along with a price range?	Hotel-Request(Price)
MUL1321	5	They are all 4 star guesthouses that are moderately priced. 	Hotel-Inform(Stars=4;Price=moderately priced;Choice=all;Type=guesthouses)
MUL1321	6	Can you give me the phone number for your favorite of those?	Hotel-Request(Phone)
MUL1321	8	I am also looking for information about a restaurant called The Hotpot. Can you help me with that?	Restaurant-Inform(Name=the hotpot)
MUL1321	10	Yes please. For 1 at 16:45 this Saturday.	Restaurant-Inform(Time=16:45;People=1;Day=saturday)
MUL1321	12	What was the reference number?	Restaurant-Request(Ref)
MUL1321	14	That would be everything.  Thank you	general-thank()
MUL1321	16	Thank you, you too!	general-thank()
MUL1320	0	I am looking for a place to stay with free wifi.	Hotel-Inform(Internet=yes)
MUL1320	1	Certainly.  What part of town are you wanting to stay in?	Hotel-Request(Area)
MUL1320	2	The north part of town please.  Are there any guesthouses?	Hotel-Inform(Area=north;Type=guesthouse)
MUL1320	3	We have ten such places.	Hotel-Inform(Choice=ten)
MUL1320	4	Great! Could you book one of those for Sunday for me?	Hotel-Inform(Stay=1;People=1;Day=sunday)
MUL1320	6	How about just 1 night?	Hotel-Inform(Stay=1)
MUL1320	10	I need a hotel on sunday for 4 people for 3 nights.  I need the hotel to be a guesthouse with free wifi. 	Hotel-Inform(Internet=yes;Type=guesthouse;People=4;Day=sunday)
MUL1320	12	Try hotels in the north, then.	Hotel-Inform(Area=north)
MUL1320	14	Ok, can you try for just 1 night please? 	Hotel-Inform(Stay=1)
MUL1320	16	I also am looking to dine out. Something European, and expensive. 	Restaurant-Inform(Food=european;Price=expensive)
MUL1320	18	Nearest the hotel will be fine, I also need a cab after the restaurant	Restaurant-Inform(Area=north)
MUL1320	20	I would like to go back to the hotel after eating	Taxi-Inform(Dest=acorn guest house)
MUL1320	21	Can you tell me what time you would like the taxi to pick you up from the restaurant?	Taxi-Request(Leave)
MUL1320	24	I also need a taxi to commute between both places, and could you make sure it arrives at the restaurant by the booked time?	Taxi-Inform(Arrive=15:45)
MUL1320	26	That is all. Thank you! You were so helpful!	general-thank()
MUL0328	4	Yes please. I would like to book a table for 5 at 12:30 on Friday, please.	Restaurant-Inform(Time=12:30;People=5;Day=friday)
MUL0328	6	Is it available at 11:30?	Restaurant-Inform(Time=11:30)
MUL0328	8	Yes I'm also looking for a train to Kings Lynn on Saturday.	Train-Inform(Dest=kings lynn;Day=saturday)
MUL0328	9	Where are you departing from?	Train-Request(Depart)
MUL0328	10	I want to depart from Cambridge after 10:45.	Train-Inform(Leave=10:45)
MUL0328	11	I found one TR1817 leaving at 11:11 would that work for you?	Train-Inform(Leave=11:11;Id=TR1817)
MUL0328	13	7.84 pounds. What's your price point?	Train-Inform(Ticket=7.84 pounds)
MUL0328	14	That one will work just fine, thank you.	general-thank()
MUL0328	15	Ok, before booking I will need to know how many tickets you would like to purchase?	Train-Request(People)
MUL0328	16	No need, that's all I wanted. Thank you for the help!	general-thank()
MUL0328	17	Thank you. Have a great day. 	general-bye()
MUL0329	0	I want to find an expensive Indian restaurant.	Restaurant-Inform(Food=indian;Price=expensive)
MUL0329	2	I'd like the restaurant to be in the centre.	Restaurant-Inform(Area=centre)
MUL0329	4	What is the postal code for the Curry Garden?	Restaurant-Request(Post)
MUL0329	5	The postcode for Curry Garden is cb21dp.	Restaurant-Inform(Name=Curry Garden;Post=cb21dp)
MUL0329	6	Ok, great thanks. Can you also help me find a train going to stevenage? 	Train-Inform(Dest=stevenage)
MUL0329	8	Sorry, I'm looking for a train TO stevenage arriving by 14:00 on Friday.	Train-Inform(Dest=stevenage;Day=friday;Arrive=14:00)
MUL0329	10	No booking necessary, but could you tell me the travel time?	Train-Request(Duration)
MUL0329	11	The travel time between cambridge and stevenage is 49 minutes.	Train-Inform(Time=49 minutes;Depart=cambridge;Dest=stevenage)
MUL0329	12	Sounds good thank you.	general-thank()
MUL0498	0	Hi, could you recommend any local cinemas in the area? I'm looking for any places that are near the centre.	Attraction-Inform(Area=centre;Type=cinema)
MUL0498	2	Yes, please. I would also like to know the entrance fee and phone number for that cinema.	Attraction-Request(Phone;Fee)
MUL0498	3	The postcode is cb11ps. The address is the grafton centre, east road. The phone number is 08712240240. The entrance fee is not present in our database.	Attraction-Inform(Post=cb11ps;Fee=not present in our database;Phone=08712240240;Addr=grafton centre;Addr=east road)
MUL0498	4	I also want information on any trains that depart from broxbourne to cambridge.	Train-Inform(Depart=broxbourne;Dest=cambridge)
MUL0498	6	I want to leave on a Tuesday and arrive by 21:00.	Train-Inform(Day=tuesday;Arrive=21:00)
MUL0498	8	It doesn't matter when I leave by.	Train-Request(Leave)
MUL0498	10	No thanks, I'm just gathering information. Could you give me the ticket price of the 05:32?	Train-Request(Price)
MUL0498	11	The price is 17.90 pounds.	Train-Inform(Ticket=17.90 pounds)
MUL0498	12	Thank you very much for the help!	general-thank()
MUL0499	0	I am hoping to book a 5 star hotel in cambridge that is expensive. What ones are available to book for next Thursday through Sunday?	Hotel-Inform()
MUL0499	2	Actually, I'm not looking for a hotel at all. I'm looking for a train on Thursday that is departing Birmingham New after 12:15 to Cambridge. Is there anything available?	Train-Inform(Dest=cambridge;Day=thursday;Leave=12:15)
MUL0499	4	Anytime is fine by me. Can I have the train ID and travel time?	Train-Request(Duration;TrainID)
MUL0499	5	The train departing closest to 12:15 is the TR3498, which leaves at 12:40. The duration of the trip is 163 minutes.	Train-Inform(Id=TR3498;Time=163 minutes;Leave=12:40)
MUL0499	6	Yes also I am looking to visit one of the colleges on the wets side of town.	Attraction-Inform(Type=college)
MUL0499	7	I'm showing 5 colleges in the west end. 3 have free admission, 2 charge a 2.50 pounds fee. 	Attraction-Inform(Type=college;Area=west;Choice=5;Fee=free;Fee=2.50 pounds)
MUL0499	8	Could you provide me with the address of each location including the entrance fee for them as well?	Attraction-Request(Fee;Addr)
MUL0499	9	Three are free: Churchill, at Storey's Way; Clare Hall, at Herschel Road; and Magdalene on Magdalene St. The others are 2.5P, Clare at Trinity Lane; and Queens' at Silver Street.	Attraction-Inform(Fee=free;Fee=2.5P;Addr=Storey's Way;Addr=Herschel Road;Addr=Magdalene St.;Addr=Trinity Lane;Addr=Silver Street;Name=Churchill;Name=Clare Hall;Name=Magdalene;Name=Clare;Name=Queens')
MUL0499	10	Thanks you have been very helpful. That's all I need for today.	general-thank()
SNG0104	4	Can I just have the address and postcode for the police station, please?	Police-Request(Post;Addr)
SNG0104	6	No, I think that's it for right now. Thanks.	general-thank()
SNG0104	7	Thanks for using our service, and I hope your day gets better!	general-bye()
MUL0497	0	Hi, I'm planning a trip to Cambridge and I'm looking for places to visit in the centre. 	Attraction-Inform(Area=centre)
MUL0497	1	There are churches, colleges, and museums. 	Attraction-Inform(Type=churches;Type=colleges;Type=museums)
MUL0497	2	I'm not sure which I'd like to visit, do you have any recommendations? Also, please let me know the entrance fee.	Attraction-Request(Fee)
MUL0497	6	I would like to travel on Sunday going to cambridge.	Train-Inform(Dest=cambridge;Day=sunday)
MUL0497	8	I'll be leaving from stevenage	Train-Inform(Depart=stevenage)
MUL0497	10	Yes please, for 4 people.	Train-Inform(People=4)
MUL0497	12	No. That will be all for today. Thank you. 	general-thank()
MUL0497	13	Have a great day.	general-bye()
MUL0326	0	Hello, I'm looking for a train to Birmingham New Street that will leave on Wednesday.	Train-Inform(Dest=birmingham new street;Day=wednesday)
MUL0326	2	Departing time, no, but I'd like to arrive at birmingham new street by 16:45	Train-Inform(Dest=birmingham new street;Arrive=16:45)
MUL0326	4	No. I require the travel time, price, and train ID.	Train-Request(Duration;Price;TrainID)
MUL0326	6	I'm looking for a place to dine, preferably an Indian restaurant.	Restaurant-Inform(Food=indian)
MUL0326	8	I'd like something cheap and in the centre, please.	Restaurant-Inform(Area=centre;Price=cheap)
MUL0326	10	Yes, please. I'd like a table for 1 on wednesday at 12:15 at The Kohinoor.	Restaurant-Inform(Time=12:15;People=1;Day=wednesday)
MUL0326	12	How about 11:15?	Restaurant-Inform(Time=11:15)
MUL0326	15	Sure, when do you want to be picked up?	Taxi-Request(Leave)
MUL0326	16	That was all I needed, thank you.	general-thank()
MUL0326	17	Thank you for using our system!	general-bye()
SNG0107	0	Hello, I need information for the nearest police station please.	Police-Inform()
SNG0107	2	Can I have the postcode please?	Police-Request(Post)
SNG0107	4	No, thank you for your help.	general-thank()
SNG0107	5	You are welcome.  Please let us know if there's anything else we can assist you with in the future.	general-bye()
MUL0320	0	hi I want a train to Ely arrived by 13:45, can you help me do that?	Train-Inform(Dest=ely;Arrive=13:45)
MUL0320	1	What time do you want to depart?	Train-Request(Leave)
MUL0320	5	First, may I confirm that your departure site is Cambridge?	Train-Request(Depart)
MUL0320	6	That is correct.	Train-Inform(Depart=cambridge)
MUL0320	8	I also need a Thai restaurant in the moderate price range.	Restaurant-Inform(Food=thai;Price=moderate)
MUL0320	14	Sounds lovely. Thank you so much for all of your help!	general-thank()
MUL0320	15	Thank you for using this system.	general-bye()
MUL0321	0	I was wondering if you could point me in the direction of a local restaurant by the name of Wagamama.	Restaurant-Inform(Name=wagamama)
MUL0321	2	I need to book it for 8 people at 13:30 on wednesday. 	Restaurant-Inform(Time=13:30;People=8;Day=wednesday)
MUL0321	6	Yes I need you to confirm what time my reservation is and give me the reference number. I thought you said 13:30 originally didn't work. I'm getting confused.	Restaurant-Inform(Time=12:30)
MUL0321	7	So sorry for the confusion, I was able to book for 12:30 on Wednesday for 8 at Wagamama.  Your reference number is UFXHVHMX, it will be held 15 minutes.	Booking-Book(Time=12:30;Ref=UFXHVHMX;Name=Wagamama;Day=Wednesday;People=8)
MUL0321	8	Can you find me a train that departs from ely to Cambridge? I need to book a seat on the same day as my restaurant booking please.	Train-Inform(Depart=ely;Dest=cambridge;Day=wednesday)
MUL0321	10	I'd like to arrive by 8:00, please. 	Train-Inform(Arrive=08:00)
MUL0321	12	The one that arrives at 7:52 is fine. I would like 8 tickets please. Can I get the reference number as well?	Train-Inform(People=8)
MUL0321	13	Alright, I have 8 tickets booked on TR9741, arriving at 7:52. The reference number is 6JRDO7P6.	Train-OfferBooked(People=8;Ref=6JRDO7P6;Arrive=7:52;Id=TR9741)
MUL0321	14	Excellent! That's everything I need, thank you for your help.	general-thank()
MUL0321	15	Great. I'm glad I could help. Please call again.	general-bye()
MUL0321	16	No Thanks for all your help.	general-thank()
MUL0321	17	Thank you for using our service and have a great day.	general-bye()
MUL0490	0	Hi, I need to book a train.	Train-Inform()
MUL0490	1	Great! Can you please provide where you will be departing from?	Train-Request(Depart)
MUL0490	2	I will be leaving bishops stortford and I would like to arrive by 16:30.	Train-Inform(Depart=bishops stortford;Arrive=16:30)
MUL0490	4	I would like a train for Tuesday going to Cambridge. The departure time doesn't matter.	Train-Inform(Dest=cambridge;Day=tuesday)
MUL0490	8	I am also looking for Kettle's Yard, can you help? 	Attraction-Inform(Name=kettle's yard)
MUL0490	9	Yes, Kettle's Yard is in the west area located at castle street. Their phone number is 01223748100. 	Attraction-Inform(Phone=01223748100;Area=west;Addr=castle street;Name=Kettle's Yard)
MUL0490	10	That's all I need, thank you.	general-thank()
SNG0103	0	Hi I was just robbed... Can I get some help?	general-greet()
SNG0103	2	Thank you, could you also give me the postcode?	Police-Request(Post)
SNG0103	4	No, that's it, thanks.	general-thank()
SNG0103	5	Okay. Hope things get better. Goodbye.	general-bye()
MUL0148	0	I am looking for a centrally located upscale restaurant.	Restaurant-Inform()
MUL0148	1	I can book you at the midsummer House Restaurant if you would like.	Booking-Inform(Name=midsummer House Restaurant)
MUL0148	4	Yes. I a place to stay. A upscale hotel please.	Hotel-Inform(Type=hotel)
MUL0148	6	I prefer upscale and want to stay in a hotel rather than a guesthouse.  I also need free parking. 	Hotel-Inform(Parking=yes;Type=hotel)
MUL0148	10	Not right now. Can I please have the address and phone number of the Huntingdon Marriott?	Hotel-Request(Phone;Addr)
MUL0148	12	No, that should be it, thanks!	general-thank()
MUL0149	0	I'm looking for information on the cambridge belfry hotel.	Hotel-Inform(Name=the cambridge belfry)
MUL0149	1	the cambridge belfry is cheap, located in the west, and has 4 stars. It has free internet and parking. 	Hotel-Inform(Area=west;Name=the cambridge belfry;Internet;Price=cheap;Parking;Stars=4)
MUL0149	3	Sure, when were you looking to book for?	Booking-Request(Day)
MUL0149	4	I'm sorry i don't need that booked. Rather i need information on a place to dine. Preferably expensive and in the centre of town.	Restaurant-Inform(Area=centre;Price=expensive)
MUL0149	5	What about the Cambridge Chop House? It is located in the centre of town and has expensive food.	Restaurant-Inform(Name=the Cambridge Chop House;Area=centre of town;Price=expensive)
MUL0149	6	Sure that sounds great! Can you please give me their address, postcode and what type of food do they serve?	Restaurant-Request(Post;Food;Addr)
MUL0149	8	Please make a taxi reservation for me.	Taxi-Inform()
MUL0149	9	I'd be happy to assist you, but I will need some more information. Where are you departing from and when would you like to leave?	Taxi-Request(Depart;Leave)
MUL0149	10	I'm departing from the cambridge belfry and heading to the cambridge chop house.	Taxi-Inform(Depart=the cambridge belfry;Dest=the cambridge chop house)
MUL0149	11	What time would you like the taxi to arrive?	Taxi-Request(Arrive)
MUL0149	13	The car type is a white skoda and the contact number is 07572111702. Will that be all?	Taxi-Inform(Phone=07572111702;Car=white skoda)
MUL0149	14	That is all, thank you. I got all the information that I need. Thank you and have a good day.	general-thank()
MUL0140	0	I'm looking for a nice guesthouse to stay at during my trip to Cambridge. Anything with a 4 star rating will do.	Hotel-Inform(Stars=4;Type=guesthouse)
MUL0140	2	Possibly, does this guesthouse hotel offer free parking and free wifi? 	Hotel-Inform(Parking=yes;Internet=yes;Type=guesthouse)
MUL0140	3	How about Allenbell? This meets all your criteria. 	Hotel-Recommend(Name=Allenbell)
MUL0140	12	I just need the address for one of the restaurants.	Restaurant-Request(Addr)
MUL0140	13	The address for La Tasca is 14 -16 Bridge Street. 	Restaurant-Inform(Addr=14 -16 Bridge Street;Name=La Tasca)
MUL0140	15	I'd be happy to help with your request, but first I will need to know what your destination is from the restaurant. 	Taxi-Request(Dest)
MUL0140	16	I need to return back to the hotel from the restaurant.	Taxi-Inform(Dest=allenbell)
MUL0140	18	Yes I will also need the contact number for the taxi. Thanks	Taxi-Inform()
MUL0140	20	What is the car type that will be sent?	Taxi-Request(Car)
MUL0140	22	No, that is all! Thank you very much!	general-thank()
MUL0141	0	While in Cambridge I would really like to know where to find a place to eat called meghna.	Restaurant-Inform(Name=meghna)
MUL0141	1	Meghna is in the west, address 205 Victoria Road Chesterton, postcode cb43lf.	Restaurant-Inform(Post=cb43lf;Area=west;Addr=205 Victoria Road Chesterton;Name=Meghna)
MUL0141	3	What day and time would you like to make a reservation on and for how many people?	Booking-Request(Day;Time;People)
MUL0141	4	Scratch that, I'll book it myself. Now I just need to find a place to stay, a hotel with a 4 star rating.	Hotel-Inform(Stars=4;Type=hotel)
MUL0141	6	Yes I would prefer that it's in the west. And I need free parking. That is a hotel style correct?	Hotel-Inform(Area=west;Parking=yes;Type=hotel)
MUL0141	10	I would like the phone number and the address of the expensive one.	Hotel-Request(Phone;Addr)
MUL0141	12	No thank you, Would you book a taxi for me? I want to be picked up at Meghna and leave by 10:15. I would like the Contact Number and Car Type.	Taxi-Inform(Depart=meghna;Leave=10:15)
MUL0141	13	Where is your desired destination?	Taxi-Request(Dest)
MUL0141	15	I have booked you a red toyota taxi. The contact number is 07193902205	Taxi-Inform(Phone=07193902205;Car=red toyota)
MUL0141	18	No, thank you very much for all of your help today.	general-thank()
MUL0142	0	Can you help me fine a local restaurant? I am looking for a moderately priced place to dine that is located somewhere near the centre.	Restaurant-Inform(Area=centre;Price=moderate)
MUL0142	2	No particular food style, but I need a reservation for 1 on Saturday at 11:30, once I decide on a place I will need a reference number. 	Restaurant-Inform(Time=11:30;Day=saturday)
MUL0142	4	I am also looking for a place to stay. I need a guesthouse with free wifi.	Hotel-Inform(Internet=yes)
MUL0142	5	Booking was successful at yippee noodle bar. The table will be reserved for 15 minutes. Reference number is : K1103XE1.	Booking-Book(Ref=K1103XE1;Name=yippee noodle bar)
MUL0142	6	Thank you!  Is there a guesthouse with free parking and wifi nearby?	Hotel-Inform(Parking=yes;Internet=yes;Type=guesthouse)
MUL0142	7	We have the Alexander Bed and Breakfast a 4 star guesthouse in the centre part of town in the cheap price range. Does this sound acceptable to book?	Hotel-Inform(Type=guesthouse;Stars=4;Name=the Alexander Bed and Breakfast;Price=cheap;Area=centre part of town)
MUL0142	8	Are there any hotels instead of guesthouses with the same criteria? 	Hotel-Inform(Type=guesthouse)
MUL0142	9	The University Arms Hotel might be your best bet. It is an expensive 4-star hotel in the center of town with free wifi and free parking. 	Hotel-Inform(Name=The University Arms Hotel;Area=center of town;Internet;Type=hotel;Parking;Stars=4;Price=expensive)
MUL0142	10	Actually, can you please book the Alexander Bed and Breakfast instead? I'll be arriving on Saturday and need a room for 4 nights. Just one person.	Hotel-Inform(Stay=4;People=1;Day=saturday)
MUL0142	12	Is it available for a single night stay?	Hotel-Inform(Stay=1)
MUL0142	13	Yes. I have booked your reservation for one night. The reference number is Q1BD4PP0	Booking-Book(Ref=Q1BD4PP0;Stay=one)
MUL0142	14	I also need a taxi in order to commute 	Taxi-Inform()
MUL0142	15	when do you want to depart and/or arrive?	Taxi-Request(Leave;Arrive)
MUL0142	17	I have booked you a taxi meeting your requirements. It is a yellow volkswagen and the contact number is 07340142322.	Taxi-Inform(Car=yellow volkswagen;Phone=07340142322)
MUL0142	18	Great. Thank you. That is all I need for today. 	general-thank()
MUL0143	0	I'm looking for a moderate price hotel in the north part of town.	Hotel-Inform(Area=north;Price=moderate)
MUL0143	2	I don't care about star rating so much, but it the hotel needs to include free wifi.	Hotel-Inform(Internet=yes)
MUL0143	5	How about the acorn guest house? It has parking and wifi.	Hotel-Inform(Parking;Name=the acorn guest house;Internet)
MUL0143	6	That will work. What is the phone number, address, and star rating for the hotel?	Hotel-Request(Phone;Addr)
MUL0143	7	Sure, the phone number is 01223353888, the address is 154 Chesterton Road, and it has a 4 star rating.	Hotel-Inform(Phone=01223353888;Addr=154 Chesterton Road;Stars=4)
MUL0143	8	Thanks. I'm also looking for a restaurant in the same price range as the hotel can you help me out?	Restaurant-Inform(Price=moderate)
MUL0143	9	How about the the nirala? They are moderate price range and are in the north.	Restaurant-Inform(Area=north;Price=moderate;Name=the nirala)
MUL0143	12	That sounds good. I need a table for two at 16:00 on Thursday.	Restaurant-Inform(Time=16:00;People=2;Day=thursday)
MUL0143	13	Okay, I have that booked for you, Thursday at 16:00 for two people. Here is your reference number: W7R9KEYJ. They will hold your table for 15 minutes.	Booking-Book(Time=16:00;Day=Thursday;People=two;Ref=W7R9KEYJ)
MUL0143	18	From the hotel to the restaurant, please.	Taxi-Inform(Depart=acorn guest house;Dest=nirala)
MUL0143	20	Great thank you very much that's all the info I need.	general-thank()
MUL0144	0	I am looking for suggestions for a cheaper restaurant in the center of town.	Restaurant-Inform(Price=cheap)
MUL0144	4	Yes please, if that time doesn't work, we can try for 16:00. 	Restaurant-Inform(Time=16:00)
MUL0144	6	I also need a hotel with free parking and free wifi.	Hotel-Inform(Parking=yes;Internet=yes)
MUL0144	7	What area of town and price range would you prefer?	Hotel-Request(Price;Area)
MUL0144	8	I prefer a guesthouse, and I need someplace cheap, please. Area doesn't matter.	Hotel-Inform(Price=cheap;Type=guesthouse)
MUL0144	10	Could you tell me the star of the hotel?	Hotel-Inform()
MUL0144	12	No thank you, that is all. 	general-thank()
MUL0144	13	Thank you for using our service. Is there any further assistance you need?	general-reqmore()
MUL0144	14	No thanks. That's all I needed. Have a great day!	general-thank()
MUL0144	15	Have a good day!	general-bye()
MUL0145	0	I am looking for a restaurant in the moderate price range in the centre of town.	Restaurant-Inform(Area=centre;Price=moderate)
MUL0145	2	I would like it to serve food from the americas.	Restaurant-Inform(Food=the americas)
MUL0145	4	How about european food?	Restaurant-Inform(Food=european)
MUL0145	10	I need to book a table for 3 people at 16:00 on friday at galleria	Restaurant-Inform(Time=16:00;People=3;Day=friday)
MUL0145	12	I'm also looking for a hotel called hamilton lodge.	Hotel-Inform(Name=hamilton lodge)
MUL0145	14	Do they offer free parking? And can I get the phone number for them please. 	Hotel-Request(Phone;Parking)
MUL0145	15	Yes, there is free parking at Hamilton Lodge. The phone number is 01223365664. 	Hotel-Inform(Parking;Name=Hamilton Lodge;Phone=01223365664)
MUL0145	17	i have booked you a taxi, red tesla, phone number is 718 850 4433.	Taxi-Inform(Car=red tesla;Phone=718 850 4433)
MUL0145	18	Thank you that's all that I needed	general-thank()
MUL0145	19	Thank you have a great day.	general-bye()
MUL0146	0	Find a budget hotel with free parking in Cambridge.	Hotel-Inform(Parking=yes)
MUL0146	2	I would like it to have a four star rating and be located on the west side.	Hotel-Inform(Stars=4;Area=west)
MUL0146	4	Please book it for 5 people and 5 nights starting from wednesday.	Hotel-Inform(Stay=5;People=5;Day=wednesday)
MUL0146	6	Let's try 4 nights only please and I'll need a reference number.	Hotel-Inform(Stay=4)
MUL0146	8	I am also looking for a vietnamese place to dine in the same price range as the hotel.	Restaurant-Inform(Food=vietnamese;Price=cheap)
MUL0146	12	Yes I'd like to book for 5 at 13:00 on Wednesday as well. I will also need the reference number.	Restaurant-Inform(Time=13:00;People=5;Day=wednesday)
MUL0146	13	Great the reference is PDELCKQS. Thank you.	Booking-Book(Ref=PDELCKQS)
MUL0146	14	Thank You. That's all i need.	general-thank()
MUL0146	15	Have a good day, Goodbye	general-bye()
MUL0147	0	I'm planning to visit Cambridge and would like to know the options available for upscale Chinese dining.	Restaurant-Inform(Food=chinese)
MUL0147	2	I don't mind an expensive restaurant so that will be fine.  I would like to reserve a table for 3 on Sunday at 15:00.	Restaurant-Inform(Price=expensive;Day=sunday)
MUL0147	3	How about yu garden? It's expensive and serves chinese food.	Restaurant-Inform(Price=expensive;Name=yu garden;Food=chinese)
MUL0147	4	That should be fine. Can you get the reference number?	Restaurant-Request(Ref)
MUL0147	5	Unfortunately there are no reservations left at that time. Would you like to change the restaurant?	Booking-NoBook()
MUL0147	6	Do you have reservations for 14:00 for Yu Garden since the 15:00 is full?	Restaurant-Inform(Time=14:00)
MUL0147	7	For 14:00, Booking was successful. The table will be reserved for 15 minutes. Reference number is : NHCRN6DS.	Booking-Book(Time=14:00;Ref=NHCRN6DS)
MUL0147	8	Thanks. I'm also looking for a guesthouse that includes free wifi and free parking.	Hotel-Inform(Parking=yes;Internet=yes;Type=guesthouse)
MUL0147	9	Certainly. What area of town do you prefer?	Hotel-Request(Area)
MUL0147	12	No, any price range is fine. Go ahead and book, and get me the postcode.	Hotel-Request(Post)
MUL0147	14	That's all I need for now. thanks!	general-thank()
MUL1121	0	I am excited about visiting a particular attraction in Cambridge. Can you help me?	Attraction-Inform()
MUL1121	2	I am looking for the fitzwilliam museum	Attraction-Inform(Name=the fitzwilliam museum)
MUL1121	4	Yes, please. What is the postcode?	Attraction-Request(Post)
MUL1121	6	Yes. I am looking for a place to stay that has 4 stars and includes free wifi.	Hotel-Inform(Stars=4;Internet=yes)
